id,number,side,move,fen
11713,80,black,Ne7,7r2b1n1p12k2p2p1p5PpP2P21P4P11B2KN23R4
11714,81,white,Kf3,7r2b1n1p12k2p2p1p5PpP2P21P3KP11B3N23R4
11715,82,black,Nf5,7r2b3p12k2p2p1p2n2PpP2P21P3KP11B3N23R4
11716,83,white,Rd5,7r2b3p12k2p2p1pR1n2PpP2P21P3KP11B3N28
11717,84,black,Ne7,7r2b1n1p12k2p2p1pR4PpP2P21P3KP11B3N28
11718,85,white,Rd1,7r2b1n1p12k2p2p1p5PpP2P21P3KP11B3N23R4
11719,86,black,Nf5,7r2b3p12k2p2p1p2n2PpP2P21P3KP11B3N23R4
11720,87,white,Rd5,7r2b3p12k2p2p1pR1n2PpP2P21P3KP11B3N28
11721,88,black,Nd6,7r2b3p12kn1p2p1pR4PpP2P21P3KP11B3N28
11722,89,white,Bc1,7r2b3p12kn1p2p1pR4PpP2P21P3KP15N22B5
11723,90,black,Bb6,7r6p11bkn1p2p1pR4PpP2P21P3KP15N22B5
11724,91,white,Be3,7r6p11bkn1p2p1pR4PpP2P21P2BKP15N28
11725,92,black,Re8,4r36p11bkn1p2p1pR4PpP2P21P2BKP15N28
11726,93,white,f5,4r36p11bkn1p2p1pR1P2PpP51P2BKP15N28
11727,94,black,Nc8,2n1r36p11bk2p2p1pR1P2PpP51P2BKP15N28
11728,95,white,Ne4,2n1r36p11bk2p2p1pR1P2PpP1N31P2BKP188
11729,96,black,Rh8,2n4r6p11bk2p2p1pR1P2PpP1N31P2BKP188
11730,97,white,Bxc5,2n4r6p11bk2p2p1BR1P2PpP1N31P3KP188
11731,98,black,Bc7,2n4r2b3p12k2p2p1BR1P2PpP1N31P3KP188
11732,99,white,Nf2,2n4r2b3p12k2p2p1BR1P2PpP51P3KP15N28
11733,100,black,Rh2,2n52b3p12k2p2p1BR1P2PpP51P3KP15N1r8
11734,101,white,Bf8,2n2B22b3p12k2p2p2R1P2PpP51P3KP15N1r8
11735,102,black,Bb6,2n2B26p11bk2p2p2R1P2PpP51P3KP15N1r8
11736,103,white,Ne4,2n2B26p11bk2p2p2R1P2PpP1N31P3KP17r8
11737,104,black,Rh7,2n2B26pr1bk2p2p2R1P2PpP1N31P3KP188
11738,105,white,Nc5,2n2B26pr1bk2p2p1NR1P2PpP51P3KP188
11739,106,black,Bc7,2n2B22b3pr2k2p2p1NR1P2PpP51P3KP188
11740,107,white,Ne6,2n2B22b3pr2k1Np2p2R1P2PpP51P3KP188
11741,108,black,Be5,2n2B26pr2k1Np2p2RbP2PpP51P3KP188
11742,109,white,Rc5+,2n2B26pr2k1Np2p1R1bP2PpP51P3KP188
11743,110,black,Kd7,2n2B23k2pr4Np2p1R1bP2PpP51P3KP188
11744,111,white,Rxa5,2n2B23k2pr4Np2R3bP2PpP51P3KP188
11745,112,black,Rh3,2n2B23k2p14Np2R3bP2PpP51P3KPr88
11746,113,white,Rd5+,2n2B23k2p14Np23RbP2PpP51P3KPr88
11747,114,black,Kc6,2n2B26p12k1Np23RbP2PpP51P3KPr88
11748,115,white,Nf4,2n2B26p12k2p23RbP2PpP2N21P3KPr88
11749,116,black,Bxf4,2n2B26p12k2p23R1P2PpP2b21P3KPr88
11750,117,white,Kxf4,2n2B26p12k2p23R1P2PpP2K21P4Pr88
11751,118,black,Nb6,5B26p11nk2p23R1P2PpP2K21P4Pr88
11752,119,white,Rd6+,5B26p11nkR1p25P2PpP2K21P4Pr88
11753,120,black,Kc7,5B22k3p11n1R1p25P2PpP2K21P4Pr88
11754,121,white,Rd3,5B22k3p11n3p25P2PpP2K21P1R2Pr88
11755,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
11756,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
11757,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
11758,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
11759,5,white,Nc3,r1bqkbnrpppp1ppp2n54p34P32N2N2PPPP1PPPR1BQKB1R
11760,6,black,Nf6,r1bqkb1rpppp1ppp2n2n24p34P32N2N2PPPP1PPPR1BQKB1R
11761,7,white,Bb5,r1bqkb1rpppp1ppp2n2n21B2p34P32N2N2PPPP1PPPR1BQK2R
11762,8,black,d6,r1bqkb1rppp2ppp2np1n21B2p34P32N2N2PPPP1PPPR1BQK2R
11763,9,white,d4,r1bqkb1rppp2ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQK2R
11764,10,black,Bd7,r2qkb1rpppb1ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQK2R
11765,11,white,O-O,r2qkb1rpppb1ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQ1RK1
11766,12,black,Be7,r2qk2rpppbbppp2np1n21B2p33PP32N2N2PPP2PPPR1BQ1RK1
11767,13,white,Re1,r2qk2rpppbbppp2np1n21B2p33PP32N2N2PPP2PPPR1BQR1K1
11768,14,black,exd4,r2qk2rpppbbppp2np1n21B63pP32N2N2PPP2PPPR1BQR1K1
11769,15,white,Nxd4,r2qk2rpppbbppp2np1n21B63NP32N5PPP2PPPR1BQR1K1
11770,16,black,O-O,r2q1rk1pppbbppp2np1n21B63NP32N5PPP2PPPR1BQR1K1
11771,17,white,Nde2,r2q1rk1pppbbppp2np1n21B64P32N5PPP1NPPPR1BQR1K1
11772,18,black,Ne5,r2q1rk1pppbbppp3p1n21B2n34P32N5PPP1NPPPR1BQR1K1
11773,19,white,Ng3,r2q1rk1pppbbppp3p1n21B2n34P32N3N1PPP2PPPR1BQR1K1
11774,20,black,Bxb5,r2q1rk1ppp1bppp3p1n21b2n34P32N3N1PPP2PPPR1BQR1K1
11775,21,white,Nxb5,r2q1rk1ppp1bppp3p1n21N2n34P36N1PPP2PPPR1BQR1K1
11776,22,black,Re8,r2qr1k1ppp1bppp3p1n21N2n34P36N1PPP2PPPR1BQR1K1
11777,23,white,b3,r2qr1k1ppp1bppp3p1n21N2n34P31P4N1P1P2PPPR1BQR1K1
11778,24,black,Bf8,r2qrbk1ppp2ppp3p1n21N2n34P31P4N1P1P2PPPR1BQR1K1
11779,25,white,Bb2,r2qrbk1ppp2ppp3p1n21N2n34P31P4N1PBP2PPPR2QR1K1
11780,26,black,g6,r2qrbk1ppp2p1p3p1np11N2n34P31P4N1PBP2PPPR2QR1K1
11781,27,white,f4,r2qrbk1ppp2p1p3p1np11N2n34PP21P4N1PBP3PPR2QR1K1
11782,28,black,Ned7,r2qrbk1pppn1p1p3p1np11N64PP21P4N1PBP3PPR2QR1K1
11783,29,white,Qf3,r2qrbk1pppn1p1p3p1np11N64PP21P3QN1PBP3PPR3R1K1
11784,30,black,a6,r2qrbk11ppn1p1pp2p1np11N64PP21P3QN1PBP3PPR3R1K1
11785,31,white,Nd4,r2qrbk11ppn1p1pp2p1np183NPP21P3QN1PBP3PPR3R1K1
11786,32,black,Bg7,r2qr1k11ppn1pbpp2p1np183NPP21P3QN1PBP3PPR3R1K1
11787,33,white,Rad1,r2qr1k11ppn1pbpp2p1np183NPP21P3QN1PBP3PP3RR1K1
11788,34,black,Qe7,r3r1k11ppnqpbpp2p1np183NPP21P3QN1PBP3PP3RR1K1
11789,35,white,Ndf5,r3r1k11ppnqpbpp2p1np15N24PP21P3QN1PBP3PP3RR1K1
11790,36,black,gxf5,r3r1k11ppnqpbpp2p1n25p24PP21P3QN1PBP3PP3RR1K1
11791,37,white,Nxf5,r3r1k11ppnqpbpp2p1n25N24PP21P3Q2PBP3PP3RR1K1
11792,38,black,Qe6,r3r1k11ppn1pbpp2pqn25N24PP21P3Q2PBP3PP3RR1K1
11793,39,white,Nxg7,r3r1k11ppn1pNpp2pqn284PP21P3Q2PBP3PP3RR1K1
11794,40,black,Kxg7,r3r31ppn1pkpp2pqn284PP21P3Q2PBP3PP3RR1K1
11795,41,white,e5,r3r31ppn1pkpp2pqn24P35P21P3Q2PBP3PP3RR1K1
11796,42,black,Kf8,r3rk21ppn1p1pp2pqn24P35P21P3Q2PBP3PP3RR1K1
11797,43,white,exf6,r3rk21ppn1p1pp2pqP285P21P3Q2PBP3PP3RR1K1
11798,44,black,Qxe1+,r3rk21ppn1p1pp2p1P285P21P3Q2PBP3PP3Rq1K1
11799,45,white,Rxe1,r3rk21ppn1p1pp2p1P285P21P3Q2PBP3PP4R1K1
11800,46,black,Rxe1+,r4k21ppn1p1pp2p1P285P21P3Q2PBP3PP4r1K1
11801,47,white,Kf2,r4k21ppn1p1pp2p1P285P21P3Q2PBP2KPP4r3
11802,48,black,Rae8,4rk21ppn1p1pp2p1P285P21P3Q2PBP2KPP4r3
11803,49,white,Qxb7,4rk21Qpn1p1pp2p1P285P21P6PBP2KPP4r3
11804,50,black,R1e2+,4rk21Qpn1p1pp2p1P285P21P6PBP1rKPP8
11805,51,white,Kf3,4rk21Qpn1p1pp2p1P285P21P3K2PBP1r1PP8
11806,52,black,Rxc2,4rk21Qpn1p1pp2p1P285P21P3K2PBr3PP8
11807,53,white,Bd4,4rk21Qpn1p1pp2p1P283B1P21P3K2P1r3PP8
11808,54,black,a5,4rk21Qpn1p1p3p1P2p73B1P21P3K2P1r3PP8
11809,55,white,Qb5,4rk22pn1p1p3p1P2pQ63B1P21P3K2P1r3PP8
11810,56,black,Nc5,4rk22p2p1p3p1P2pQn53B1P21P3K2P1r3PP8
11811,57,white,Qxa5,4rk22p2p1p3p1P2Q1n53B1P21P3K2P1r3PP8
11812,58,black,Nd3,4rk22p2p1p3p1P2Q73B1P21P1n1K2P1r3PP8
11813,59,white,Be3,4rk22p2p1p3p1P2Q75P21P1nBK2P1r3PP8
11814,60,black,d5,4rk22p2p1p5P2Q2p45P21P1nBK2P1r3PP8
11815,61,white,Bd2,4rk22p2p1p5P2Q2p45P21P1n1K2P1rB2PP8
11816,62,black,c5,4rk25p1p5P2Q1pp45P21P1n1K2P1rB2PP8
11817,63,white,Kg3,4rk25p1p5P2Q1pp45P21P1n2K1P1rB2PP8
11818,64,black,Nc1,4rk25p1p5P2Q1pp45P21P4K1P1rB2PP2n5
11819,65,white,Bxc1,4rk25p1p5P2Q1pp45P21P4K1P1r3PP2B5
11820,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
11821,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
11822,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
11823,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
11824,5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R
11825,6,black,a6,r1bqkbnr1ppp1pppp1n51B2p34P35N2PPPP1PPPRNBQK2R
11826,7,white,Ba4,r1bqkbnr1ppp1pppp1n54p3B3P35N2PPPP1PPPRNBQK2R
11827,8,black,Nf6,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQK2R
11828,9,white,O-O,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1
11829,10,black,Be7,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1
11830,11,white,Re1,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQR1K1
11831,12,black,d6,r1bqk2r1pp1bpppp1np1n24p3B3P35N2PPPP1PPPRNBQR1K1
11832,13,white,Bxc6+,r1bqk2r1pp1bpppp1Bp1n24p34P35N2PPPP1PPPRNBQR1K1
11833,14,black,bxc6,r1bqk2r2p1bpppp1pp1n24p34P35N2PPPP1PPPRNBQR1K1
11834,15,white,d4,r1bqk2r2p1bpppp1pp1n24p33PP35N2PPP2PPPRNBQR1K1
11835,16,black,exd4,r1bqk2r2p1bpppp1pp1n283pP35N2PPP2PPPRNBQR1K1
11836,17,white,Nxd4,r1bqk2r2p1bpppp1pp1n283NP38PPP2PPPRNBQR1K1
11837,18,black,Bd7,r2qk2r2pbbpppp1pp1n283NP38PPP2PPPRNBQR1K1
11838,19,white,Bg5,r2qk2r2pbbpppp1pp1n26B13NP38PPP2PPPRN1QR1K1
11839,20,black,O-O,r2q1rk12pbbpppp1pp1n26B13NP38PPP2PPPRN1QR1K1
11840,21,white,Nc3,r2q1rk12pbbpppp1pp1n26B13NP32N5PPP2PPPR2QR1K1
11841,22,black,Re8,r2qr1k12pbbpppp1pp1n26B13NP32N5PPP2PPPR2QR1K1
11842,23,white,Qf3,r2qr1k12pbbpppp1pp1n26B13NP32N2Q2PPP2PPPR3R1K1
11843,24,black,h6,r2qr1k12pbbpp1p1pp1n1p6B13NP32N2Q2PPP2PPPR3R1K1
11844,25,white,Bh4,r2qr1k12pbbpp1p1pp1n1p83NP2B2N2Q2PPP2PPPR3R1K1
11845,26,black,Nh7,r2qr1k12pbbppnp1pp3p83NP2B2N2Q2PPP2PPPR3R1K1
11846,27,white,Bxe7,r2qr1k12pbBppnp1pp3p83NP32N2Q2PPP2PPPR3R1K1
11847,28,black,Qxe7,r3r1k12pbqppnp1pp3p83NP32N2Q2PPP2PPPR3R1K1
11848,29,white,Rad1,r3r1k12pbqppnp1pp3p83NP32N2Q2PPP2PPP3RR1K1
11849,30,black,Ng5,r3r1k12pbqpp1p1pp3p6n13NP32N2Q2PPP2PPP3RR1K1
11850,31,white,Qf4,r3r1k12pbqpp1p1pp3p6n13NPQ22N5PPP2PPP3RR1K1
11851,32,black,Ne6,r3r1k12pbqpp1p1ppn2p83NPQ22N5PPP2PPP3RR1K1
11852,33,white,Qd2,r3r1k12pbqpp1p1ppn2p83NP32N5PPPQ1PPP3RR1K1
11853,34,black,Nf8,r3rnk12pbqpp1p1pp3p83NP32N5PPPQ1PPP3RR1K1
11854,35,white,Nde2,r3rnk12pbqpp1p1pp3p84P32N5PPPQNPPP3RR1K1
11855,36,black,Ng6,r3r1k12pbqpp1p1pp2np84P32N5PPPQNPPP3RR1K1
11856,37,white,Nf4,r3r1k12pbqpp1p1pp2np84PN22N5PPPQ1PPP3RR1K1
11857,38,black,Ne5,r3r1k12pbqpp1p1pp3p4n34PN22N5PPPQ1PPP3RR1K1
11858,39,white,Nd3,r3r1k12pbqpp1p1pp3p4n34P32NN4PPPQ1PPP3RR1K1
11859,40,black,Qf6,r3r1k12pb1pp1p1pp1q1p4n34P32NN4PPPQ1PPP3RR1K1
11860,41,white,Nxe5,r3r1k12pb1pp1p1pp1q1p4N34P32N5PPPQ1PPP3RR1K1
11861,42,black,Qxe5,r3r1k12pb1pp1p1pp3p4q34P32N5PPPQ1PPP3RR1K1
11862,43,white,Qd4,r3r1k12pb1pp1p1pp3p4q33QP32N5PPP2PPP3RR1K1
11863,44,black,Qg5,r3r1k12pb1pp1p1pp3p6q13QP32N5PPP2PPP3RR1K1
11864,45,white,Re3,r3r1k12pb1pp1p1pp3p6q13QP32N1R3PPP2PPP3R2K1
11865,46,black,c5,r3r1k12pb1pp1p2p3p2p3q13QP32N1R3PPP2PPP3R2K1
11866,47,white,Qd5,r3r1k12pb1pp1p2p3p2pQ2q14P32N1R3PPP2PPP3R2K1
11867,48,black,Rab8,1r2r1k12pb1pp1p2p3p2pQ2q14P32N1R3PPP2PPP3R2K1
11868,49,white,Qxg5,1r2r1k12pb1pp1p2p3p2p3Q14P32N1R3PPP2PPP3R2K1
11869,50,black,hxg5,1r2r1k12pb1pp1p2p42p3p14P32N1R3PPP2PPP3R2K1
11870,51,white,b3,1r2r1k12pb1pp1p2p42p3p14P31PN1R3P1P2PPP3R2K1
11871,52,black,Bc6,1r2r1k12p2pp1p1bp42p3p14P31PN1R3P1P2PPP3R2K1
11872,53,white,Nd5,1r2r1k12p2pp1p1bp42pN2p14P31P2R3P1P2PPP3R2K1
11873,54,black,Rb7,4r1k11rp2pp1p1bp42pN2p14P31P2R3P1P2PPP3R2K1
11874,55,white,f3,4r1k11rp2pp1p1bp42pN2p14P31P2RP2P1P3PP3R2K1
11875,56,black,f6,4r1k11rp3p1p1bp1p22pN2p14P31P2RP2P1P3PP3R2K1
11876,57,white,Kf2,4r1k11rp3p1p1bp1p22pN2p14P31P2RP2P1P2KPP3R4
11877,58,black,Kf7,4r31rp2kp1p1bp1p22pN2p14P31P2RP2P1P2KPP3R4
11878,59,white,Kg3,4r31rp2kp1p1bp1p22pN2p14P31P2RPK1P1P3PP3R4
11879,60,black,a5,4r31rp2kp12bp1p2p1pN2p14P31P2RPK1P1P3PP3R4
11880,61,white,Rc3,4r31rp2kp12bp1p2p1pN2p14P31PR2PK1P1P3PP3R4
11881,62,black,a4,4r31rp2kp12bp1p22pN2p1p3P31PR2PK1P1P3PP3R4
11882,63,white,Ne3,4r31rp2kp12bp1p22p3p1p3P31PR1NPK1P1P3PP3R4
11883,64,black,Ra8,r71rp2kp12bp1p22p3p1p3P31PR1NPK1P1P3PP3R4
11884,65,white,Rd2,r71rp2kp12bp1p22p3p1p3P31PR1NPK1P1PR2PP8
11885,66,black,g6,r71rp2k22bp1pp12p3p1p3P31PR1NPK1P1PR2PP8
11886,67,white,h4,r71rp2k22bp1pp12p3p1p3P2P1PR1NPK1P1PR2P18
11887,68,black,gxh4+,r71rp2k22bp1pp12p5p3P2p1PR1NPK1P1PR2P18
11888,69,white,Kxh4,r71rp2k22bp1pp12p5p3P2K1PR1NP2P1PR2P18
11889,70,black,Rb5,r72p2k22bp1pp11rp5p3P2K1PR1NP2P1PR2P18
11890,71,white,Kg3,r72p2k22bp1pp11rp5p3P31PR1NPK1P1PR2P18
11891,72,black,Ra7,8r1p2k22bp1pp11rp5p3P31PR1NPK1P1PR2P18
11892,73,white,Rcd3,8r1p2k22bp1pp11rp5p3P31P1RNPK1P1PR2P18
11893,74,black,axb3,8r1p2k22bp1pp11rp54P31p1RNPK1P1PR2P18
11894,75,white,axb3,8r1p2k22bp1pp11rp54P31P1RNPK12PR2P18
11895,76,black,Ra2,82p2k22bp1pp11rp54P31P1RNPK1r1PR2P18
11896,77,white,Rd1,82p2k22bp1pp11rp54P31P1RNPK1r1P3P13R4
11897,78,black,Rb7,81rp2k22bp1pp12p54P31P1RNPK1r1P3P13R4
11898,79,white,Rh1,81rp2k22bp1pp12p54P31P1RNPK1r1P3P17R
11899,80,black,Kg7,81rp3k12bp1pp12p54P31P1RNPK1r1P3P17R
11900,81,white,Rdd1,81rp3k12bp1pp12p54P31P2NPK1r1P3P13R3R
11901,82,black,Be8,4b31rp3k13p1pp12p54P31P2NPK1r1P3P13R3R
11902,83,white,Ra1,4b31rp3k13p1pp12p54P31P2NPK1r1P3P1R6R
11903,84,black,Rba7,4b3r1p3k13p1pp12p54P31P2NPK1r1P3P1R6R
11904,85,white,Rxa2,4b3r1p3k13p1pp12p54P31P2NPK1R1P3P17R
11905,86,black,Rxa2,4b32p3k13p1pp12p54P31P2NPK1r1P3P17R
11906,87,white,Kf4,4b32p3k13p1pp12p54PK21P2NP2r1P3P17R
11907,88,black,Bf7,82p2bk13p1pp12p54PK21P2NP2r1P3P17R
11908,89,white,g4,82p2bk13p1pp12p54PKP11P2NP2r1P57R
11909,90,black,Ra3,82p2bk13p1pp12p54PKP1rP2NP22P57R
11910,91,white,Re1,82p2bk13p1pp12p54PKP1rP2NP22P54R3
11911,92,black,Ra2,82p2bk13p1pp12p54PKP11P2NP2r1P54R3
11912,93,white,g5,82p2bk13p1pp12p3P14PK21P2NP2r1P54R3
11913,94,black,Be6,82p3k13pbpp12p3P14PK21P2NP2r1P54R3
11914,95,white,Rh1,82p3k13pbpp12p3P14PK21P2NP2r1P57R
11915,96,black,fxg5+,82p3k13pb1p12p3p14PK21P2NP2r1P57R
11916,97,white,Kxg5,82p3k13pb1p12p3K14P31P2NP2r1P57R
11917,98,black,Ra5,82p3k13pb1p1r1p3K14P31P2NP22P57R
11918,99,white,Kf4,82p3k13pb1p1r1p54PK21P2NP22P57R
11919,100,black,c4,82p3k13pb1p1r72p1PK21P2NP22P57R
11920,101,white,bxc4,82p3k13pb1p1r72P1PK24NP22P57R
11921,102,black,Rc5,82p3k13pb1p12r52P1PK24NP22P57R
11922,103,white,Rg1,82p3k13pb1p12r52P1PK24NP22P56R1
11923,104,black,Bxc4,82p3k13p2p12r52b1PK24NP22P56R1
11924,105,white,Rg5,82p3k13p2p12r3R12b1PK24NP22P58
11925,106,black,Rc6,82p3k12rp2p16R12b1PK24NP22P58
11926,107,white,Nf5+,82p3k12rp2p15NR12b1PK25P22P58
11927,108,black,Kf7,82p2k22rp2p15NR12b1PK25P22P58
11928,109,white,Rxg6,82p2k22rp2R15N22b1PK25P22P58
11929,110,black,Ba2,82p2k22rp2R15N24PK25P2b1P58
11930,111,white,Rg2,82p2k22rp45N24PK25P2b1P3R18
11931,112,black,Bb1,82p2k22rp45N24PK25P22P3R11b6
11932,113,white,Ne3,82p2k22rp484PK24NP22P3R11b6
11933,114,black,Rc5,82p2k23p42r54PK24NP22P3R11b6
11934,115,white,Rd2,82p2k23p42r54PK24NP22PR41b6
11935,116,black,Ke6,82p53pk32r54PK24NP22PR41b6
11936,117,white,c4,82p53pk32r52P1PK24NP23R41b6
11937,118,black,Rc6,82p52rpk382P1PK24NP23R41b6
11938,119,white,Kg5,82p52rpk36K12P1P34NP23R41b6
11939,120,black,Rb6,82p51r1pk36K12P1P34NP23R41b6
11940,121,white,Rh2,82p51r1pk36K12P1P34NP27R1b6
11941,122,black,Rb3,82p53pk36K12P1P31r2NP27R1b6
11942,123,white,Kf4,82p53pk382P1PK21r2NP27R1b6
11943,124,black,Ra3,82p53pk382P1PK2r3NP27R1b6
11944,125,white,Rh7,82p4R3pk382P1PK2r3NP281b6
11945,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
11946,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
11947,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
11948,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
11949,5,white,Nc3,r1bqkbnrpppp1ppp2n54p34P32N2N2PPPP1PPPR1BQKB1R
11950,6,black,Nf6,r1bqkb1rpppp1ppp2n2n24p34P32N2N2PPPP1PPPR1BQKB1R
11951,7,white,Bb5,r1bqkb1rpppp1ppp2n2n21B2p34P32N2N2PPPP1PPPR1BQK2R
11952,8,black,d6,r1bqkb1rppp2ppp2np1n21B2p34P32N2N2PPPP1PPPR1BQK2R
11953,9,white,d4,r1bqkb1rppp2ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQK2R
11954,10,black,Bd7,r2qkb1rpppb1ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQK2R
11955,11,white,O-O,r2qkb1rpppb1ppp2np1n21B2p33PP32N2N2PPP2PPPR1BQ1RK1
11956,12,black,Be7,r2qk2rpppbbppp2np1n21B2p33PP32N2N2PPP2PPPR1BQ1RK1
11957,13,white,Re1,r2qk2rpppbbppp2np1n21B2p33PP32N2N2PPP2PPPR1BQR1K1
11958,14,black,exd4,r2qk2rpppbbppp2np1n21B63pP32N2N2PPP2PPPR1BQR1K1
11959,15,white,Nxd4,r2qk2rpppbbppp2np1n21B63NP32N5PPP2PPPR1BQR1K1
11960,16,black,O-O,r2q1rk1pppbbppp2np1n21B63NP32N5PPP2PPPR1BQR1K1
11961,17,white,Nde2,r2q1rk1pppbbppp2np1n21B64P32N5PPP1NPPPR1BQR1K1
11962,18,black,a6,r2q1rk11ppbbpppp1np1n21B64P32N5PPP1NPPPR1BQR1K1
11963,19,white,Bd3,r2q1rk11ppbbpppp1np1n284P32NB4PPP1NPPPR1BQR1K1
11964,20,black,Ng4,r2q1rk11ppbbpppp1np484P1n12NB4PPP1NPPPR1BQR1K1
11965,21,white,Ng3,r2q1rk11ppbbpppp1np484P1n12NB2N1PPP2PPPR1BQR1K1
11966,22,black,Bf6,r2q1rk11ppb1pppp1np1b284P1n12NB2N1PPP2PPPR1BQR1K1
11967,23,white,h3,r2q1rk11ppb1pppp1np1b284P1n12NB2NPPPP2PP1R1BQR1K1
11968,24,black,Bxc3,r2q1rk11ppb1pppp1np484P1n12bB2NPPPP2PP1R1BQR1K1
11969,25,white,bxc3,r2q1rk11ppb1pppp1np484P1n12PB2NPP1P2PP1R1BQR1K1
11970,26,black,Nge5,r2q1rk11ppb1pppp1np44n34P32PB2NPP1P2PP1R1BQR1K1
11971,27,white,f4,r2q1rk11ppb1pppp1np44n34PP22PB2NPP1P3P1R1BQR1K1
11972,28,black,Qh4,r4rk11ppb1pppp1np44n34PP1q2PB2NPP1P3P1R1BQR1K1
11973,29,white,Nf1,r4rk11ppb1pppp1np44n34PP1q2PB3PP1P3P1R1BQRNK1
11974,30,black,Nxd3,r4rk11ppb1pppp1np484PP1q2Pn3PP1P3P1R1BQRNK1
11975,31,white,cxd3,r4rk11ppb1pppp1np484PP1q2PP3PP5P1R1BQRNK1
11976,32,black,f5,r4rk11ppb2ppp1np45p24PP1q2PP3PP5P1R1BQRNK1
11977,33,white,Nh2,r4rk11ppb2ppp1np45p24PP1q2PP3PP5PNR1BQR1K1
11978,34,black,fxe4,r4rk11ppb2ppp1np484pP1q2PP3PP5PNR1BQR1K1
11979,35,white,dxe4,r4rk11ppb2ppp1np484PP1q2P4PP5PNR1BQR1K1
11980,36,black,Rae8,4rrk11ppb2ppp1np484PP1q2P4PP5PNR1BQR1K1
11981,37,white,Nf3,4rrk11ppb2ppp1np484PP1q2P2N1PP5P1R1BQR1K1
11982,38,black,Qg3,4rrk11ppb2ppp1np484PP22P2NqPP5P1R1BQR1K1
11983,39,white,f5,4rrk11ppb2ppp1np45P24P32P2NqPP5P1R1BQR1K1
11984,40,black,Ne5,4rrk11ppb2ppp2p44nP24P32P2NqPP5P1R1BQR1K1
11985,41,white,Nxe5,4rrk11ppb2ppp2p44NP24P32P3qPP5P1R1BQR1K1
11986,42,black,Rxe5,5rk11ppb2ppp2p44rP24P32P3qPP5P1R1BQR1K1
11987,43,white,Re3,5rk11ppb2ppp2p44rP24P32P1R1qPP5P1R1BQ2K1
11988,44,black,Qh4,5rk11ppb2ppp2p44rP24P2q2P1R2PP5P1R1BQ2K1
11989,45,white,Qb3+,5rk11ppb2ppp2p44rP24P2q1QP1R2PP5P1R1B3K1
11990,46,black,d5,5rk11ppb2ppp73prP24P2q1QP1R2PP5P1R1B3K1
11991,47,white,Qxb7,5rk11Qpb2ppp73prP24P2q2P1R2PP5P1R1B3K1
11992,48,black,dxe4,5rk11Qpb2ppp74rP24p2q2P1R2PP5P1R1B3K1
11993,49,white,Qxc7,5rk12Qb2ppp74rP24p2q2P1R2PP5P1R1B3K1
11994,50,black,Rexf5,5rk12Qb2ppp75r24p2q2P1R2PP5P1R1B3K1
11995,51,white,Qxd7,5rk13Q2ppp75r24p2q2P1R2PP5P1R1B3K1
11996,52,black,Rf1+,5rk13Q2ppp784p2q2P1R2PP5P1R1B2rK1
11997,53,white,Kh2,5rk13Q2ppp784p2q2P1R2PP5PKR1B2r2
11998,54,black,Qf2,5rk13Q2ppp784p32P1R2PP4qPKR1B2r2
11999,55,white,Qe6+,5rk16ppp3Q384p32P1R2PP4qPKR1B2r2
12000,56,black,Kh8,5r1k6ppp3Q384p32P1R2PP4qPKR1B2r2
12001,57,white,Qxe4,5r1k6ppp784Q32P1R2PP4qPKR1B2r2
12002,58,black,Qg1+,5r1k6ppp784Q32P1R2PP5PKR1B2rq1
12003,59,white,Kg3,5r1k6ppp784Q32P1R1KPP5P1R1B2rq1
12004,60,black,Qf2+,5r1k6ppp784Q32P1R1KPP4qP1R1B2r2
